canonical,aliases,module,stateful
ICU-ARCHIVE-ibm-13162_P101-2000,ibm-13162_P101-2000|ibm-13162_STD,Iconvex.Specs.ICUArchive.Codecs.C418,false
ICU-ARCHIVE-ibm-13218_P100-1996,ibm-13218_P100-1996|ibm-13218_VPUA,Iconvex.Specs.ICUArchive.Codecs.C419,true
ICU-ARCHIVE-ibm-1350_P110-1997,ibm-1350_P110-1997|ibm-1350_STD,Iconvex.Specs.ICUArchive.Codecs.C420,false
ICU-ARCHIVE-ibm-1351_P110-1997,ibm-1351_P110-1997|ibm-1351_VPUA,Iconvex.Specs.ICUArchive.Codecs.C421,false
ICU-ARCHIVE-ibm-1362_P100-1997,ibm-1362_P100-1997|ibm-1362_VPUA,Iconvex.Specs.ICUArchive.Codecs.C422,false
ICU-ARCHIVE-ibm-1362_P110-1999,ibm-1362_P110-1999,Iconvex.Specs.ICUArchive.Codecs.C423,false
ICU-ARCHIVE-ibm-1363_P100-1997,ibm-1363_P100-1997,Iconvex.Specs.ICUArchive.Codecs.C424,false
ICU-ARCHIVE-ibm-1363_P10A-1997,ibm-1363_P10A-1997,Iconvex.Specs.ICUArchive.Codecs.C425,false
ICU-ARCHIVE-ibm-1363_P10B-1998,ibm-1363_P10B-1998,Iconvex.Specs.ICUArchive.Codecs.C426,false
ICU-ARCHIVE-ibm-1363_P110-1999,ibm-1363_P110-1999,Iconvex.Specs.ICUArchive.Codecs.C427,false
ICU-ARCHIVE-ibm-1363_P11A-1999,ibm-1363_P11A-1999,Iconvex.Specs.ICUArchive.Codecs.C428,false
ICU-ARCHIVE-ibm-1363_P11B-1999,ibm-1363_P11B-1999,Iconvex.Specs.ICUArchive.Codecs.C429,false
ICU-ARCHIVE-ibm-1363_P11C-2006,ibm-1363_P11C-2006,Iconvex.Specs.ICUArchive.Codecs.C430,false
ICU-ARCHIVE-ibm-1364_P100-2007,ibm-1364_P100-2007,Iconvex.Specs.ICUArchive.Codecs.C431,true
ICU-ARCHIVE-ibm-1364_P110-2007,,Iconvex.Specs.ICUArchive.Codecs.C432,true
ICU-ARCHIVE-ibm-13676_P102-2001,ibm-13676_P102-2001|ibm-13676_VPUA,Iconvex.Specs.ICUArchive.Codecs.C433,true
ICU-ARCHIVE-ibm-1370_P100-1999,ibm-1370_P100-1999|ibm-1370_VSUB_VPUA,Iconvex.Specs.ICUArchive.Codecs.C434,false
ICU-ARCHIVE-ibm-1370_X100-1999,ibm-1370_X100-1999,Iconvex.Specs.ICUArchive.Codecs.C435,false
ICU-ARCHIVE-ibm-1371_P100-1999,,Iconvex.Specs.ICUArchive.Codecs.C436,true
ICU-ARCHIVE-ibm-1371_X100-1999,ibm-1371_X100-1999,Iconvex.Specs.ICUArchive.Codecs.C437,true
ICU-ARCHIVE-ibm-1373_P100-2002,,Iconvex.Specs.ICUArchive.Codecs.C438,false
ICU-ARCHIVE-ibm-1374_P100-2005,ibm-1374_P100-2005|ibm-1374_VPUA,Iconvex.Specs.ICUArchive.Codecs.C439,false
ICU-ARCHIVE-ibm-1374_P100_P100-2005_MS,ibm-1374_P100_P100-2005_MS,Iconvex.Specs.ICUArchive.Codecs.C440,false
ICU-ARCHIVE-ibm-1375_P100-2004,ibm-1375_P100-2004,Iconvex.Specs.ICUArchive.Codecs.C441,false
ICU-ARCHIVE-ibm-1375_P100-2006,ibm-1375_P100-2006,Iconvex.Specs.ICUArchive.Codecs.C442,false
ICU-ARCHIVE-ibm-1375_P100-2007,ibm-1375_P100-2007,Iconvex.Specs.ICUArchive.Codecs.C443,false
ICU-ARCHIVE-ibm-1375_P100-2008,,Iconvex.Specs.ICUArchive.Codecs.C444,false
ICU-ARCHIVE-ibm-1375_X100-2004,ibm-1375_STD|ibm-1375_X100-2004,Iconvex.Specs.ICUArchive.Codecs.C445,false
ICU-ARCHIVE-ibm-1377_P100-2006,ibm-1377_P100-2006|ibm-1377_VPUA,Iconvex.Specs.ICUArchive.Codecs.C446,true
ICU-ARCHIVE-ibm-1377_P100-2008,ibm-1377_P100-2008,Iconvex.Specs.ICUArchive.Codecs.C447,true
ICU-ARCHIVE-ibm-1377_P100_P100-2006_U3,ibm-1377_P100_P100-2006_U3,Iconvex.Specs.ICUArchive.Codecs.C448,true
ICU-ARCHIVE-ibm-1380_P100-1995,ibm-1380_P100-1995|ibm-1380_VPUA,Iconvex.Specs.ICUArchive.Codecs.C449,false
ICU-ARCHIVE-ibm-1380_X100-1995,ibm-1380_X100-1995,Iconvex.Specs.ICUArchive.Codecs.C450,false
ICU-ARCHIVE-ibm-1381_P110-1999,ibm-1381_P110-1999|ibm-1381_VSUB_VPUA,Iconvex.Specs.ICUArchive.Codecs.C451,false
ICU-ARCHIVE-ibm-1381_X110-1999,ibm-1381_X110-1999,Iconvex.Specs.ICUArchive.Codecs.C452,false
ICU-ARCHIVE-ibm-1382_P100-1995,ibm-1382_P100-1995|ibm-1382_VPUA,Iconvex.Specs.ICUArchive.Codecs.C453,false
ICU-ARCHIVE-ibm-1382_X100-1995,ibm-1382_X100-1995,Iconvex.Specs.ICUArchive.Codecs.C454,false
ICU-ARCHIVE-ibm-1383_P110-1999,,Iconvex.Specs.ICUArchive.Codecs.C455,false
ICU-ARCHIVE-ibm-1383_X110-1999,ibm-1383_X110-1999,Iconvex.Specs.ICUArchive.Codecs.C456,false
ICU-ARCHIVE-ibm-1385_P100-1997,ibm-1385_P100-1997|ibm-1385_VPUA,Iconvex.Specs.ICUArchive.Codecs.C457,false
ICU-ARCHIVE-ibm-1385_P100-2005,ibm-1385_P100-2005,Iconvex.Specs.ICUArchive.Codecs.C458,false
ICU-ARCHIVE-ibm-1386_P100-2001,,Iconvex.Specs.ICUArchive.Codecs.C459,false
ICU-ARCHIVE-ibm-1386_P110-1997,ibm-1386_P110-1997,Iconvex.Specs.ICUArchive.Codecs.C460,false
ICU-ARCHIVE-ibm-1388_P100-2024,,Iconvex.Specs.ICUArchive.Codecs.C461,true
ICU-ARCHIVE-ibm-1388_P103-2001,ibm-1388_P103-2001,Iconvex.Specs.ICUArchive.Codecs.C462,true
ICU-ARCHIVE-ibm-1388_P110-2000,ibm-1388_P110-2000,Iconvex.Specs.ICUArchive.Codecs.C463,true
ICU-ARCHIVE-ibm-1390_P100-1999,ibm-1390_P100-1999,Iconvex.Specs.ICUArchive.Codecs.C464,true
ICU-ARCHIVE-ibm-1390_P110-2003,,Iconvex.Specs.ICUArchive.Codecs.C465,true
ICU-ARCHIVE-ibm-1399_P100-1999,ibm-1399_P100-1999,Iconvex.Specs.ICUArchive.Codecs.C466,true
ICU-ARCHIVE-ibm-1399_P110-2003,,Iconvex.Specs.ICUArchive.Codecs.C467,true
ICU-ARCHIVE-ibm-16684_P100-1999,ibm-16684_P100-1999,Iconvex.Specs.ICUArchive.Codecs.C468,false
ICU-ARCHIVE-ibm-16684_P110-2003,,Iconvex.Specs.ICUArchive.Codecs.C469,false
ICU-ARCHIVE-ibm-16804_X110-1999,,Iconvex.Specs.ICUArchive.Codecs.C470,false
ICU-ARCHIVE-ibm-17221_P100-2001,ibm-17221_P100-2001|ibm-17221_VPUA,Iconvex.Specs.ICUArchive.Codecs.C471,false
ICU-ARCHIVE-ibm-17240_P101-2000,ibm-17240_P101-2000|ibm-17240_STD,Iconvex.Specs.ICUArchive.Codecs.C472,false
ICU-ARCHIVE-ibm-17248_X110-1999,ibm-17248_VSUB|ibm-17248_X110-1999,Iconvex.Specs.ICUArchive.Codecs.C473,false
ICU-ARCHIVE-ibm-20780_P100-1999,ibm-20780_P100-1999|ibm-20780_VPUA,Iconvex.Specs.ICUArchive.Codecs.C474,false
ICU-ARCHIVE-ibm-21344_P101-2000,ibm-21344_P101-2000|ibm-21344_VPUA,Iconvex.Specs.ICUArchive.Codecs.C475,false
ICU-ARCHIVE-ibm-21427_P100-1999,ibm-21427_P100-1999|ibm-21427_VPUA,Iconvex.Specs.ICUArchive.Codecs.C476,false
ICU-ARCHIVE-ibm-21427_X100-1999,ibm-21427_X100-1999,Iconvex.Specs.ICUArchive.Codecs.C477,false
ICU-ARCHIVE-ibm-25546_P100-1997,ibm-25546_P100-1997|ibm-25546_VPUA,Iconvex.Specs.ICUArchive.Codecs.C478,true
ICU-ARCHIVE-ibm-256_P100-1995,ibm-256_P100-1995|ibm-256_STD,Iconvex.Specs.ICUArchive.Codecs.C479,false
ICU-ARCHIVE-ibm-259_P100-1995,IBM-Symbols|csIBMSymbols|ibm-259|ibm-259_P100-1995|ibm-259_VPUA,Iconvex.Specs.ICUArchive.Codecs.C480,false
ICU-ARCHIVE-ibm-259_X100-1995,ibm-259_STD|ibm-259_X100-1995,Iconvex.Specs.ICUArchive.Codecs.C481,false
ICU-ARCHIVE-ibm-273_P100-1999,ibm-273_P100-1999,Iconvex.Specs.ICUArchive.Codecs.C482,false
ICU-ARCHIVE-ibm-274_P100-2000,ibm-274_P100-2000|ibm-274_STD,Iconvex.Specs.ICUArchive.Codecs.C483,false
ICU-ARCHIVE-ibm-275_P100-1995,ibm-275_P100-1995|ibm-275_STD,Iconvex.Specs.ICUArchive.Codecs.C484,false
ICU-ARCHIVE-ibm-277_P100-1999,ibm-277_P100-1999,Iconvex.Specs.ICUArchive.Codecs.C485,false
ICU-ARCHIVE-ibm-278_P100-1999,ibm-278_P100-1999,Iconvex.Specs.ICUArchive.Codecs.C486,false
ICU-ARCHIVE-ibm-280_P100-1999,ibm-280_P100-1999,Iconvex.Specs.ICUArchive.Codecs.C487,false
ICU-ARCHIVE-ibm-282_P100-1995,ibm-282_P100-1995|ibm-282_STD,Iconvex.Specs.ICUArchive.Codecs.C488,false
ICU-ARCHIVE-ibm-284_P100-1999,ibm-284_P100-1999,Iconvex.Specs.ICUArchive.Codecs.C489,false
ICU-ARCHIVE-ibm-285_P100-1999,ibm-285_P100-1999,Iconvex.Specs.ICUArchive.Codecs.C490,false
ICU-ARCHIVE-ibm-286_P100-2003,ibm-286_P100-2003|ibm-286_STD,Iconvex.Specs.ICUArchive.Codecs.C491,false
ICU-ARCHIVE-ibm-28709_P100-1995,ibm-28709_P100-1995|ibm-28709_STD,Iconvex.Specs.ICUArchive.Codecs.C492,false
ICU-ARCHIVE-ibm-290_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C493,false
ICU-ARCHIVE-ibm-293_P100-1995,ibm-293_P100-1995|ibm-293_VPUA,Iconvex.Specs.ICUArchive.Codecs.C494,false
ICU-ARCHIVE-ibm-293_X100-1995,ibm-293_STD|ibm-293_X100-1995,Iconvex.Specs.ICUArchive.Codecs.C495,false
ICU-ARCHIVE-ibm-297_P100-1999,ibm-297_P100-1999,Iconvex.Specs.ICUArchive.Codecs.C496,false
ICU-ARCHIVE-ibm-300_P110-1997,ibm-300_P110-1997|ibm-300_VPUA,Iconvex.Specs.ICUArchive.Codecs.C497,false
ICU-ARCHIVE-ibm-300_P120-2006,ibm-300_P120-2006,Iconvex.Specs.ICUArchive.Codecs.C498,false
ICU-ARCHIVE-ibm-300_X110-1997,ibm-300_X110-1997,Iconvex.Specs.ICUArchive.Codecs.C499,false
ICU-ARCHIVE-ibm-301_P110-1997,ibm-301_P110-1997|ibm-301_VPUA,Iconvex.Specs.ICUArchive.Codecs.C500,false
ICU-ARCHIVE-ibm-301_X110-1997,ibm-301_X110-1997,Iconvex.Specs.ICUArchive.Codecs.C501,false
ICU-ARCHIVE-ibm-33058_P100-2000,ibm-33058_P100-2000|ibm-33058_STD,Iconvex.Specs.ICUArchive.Codecs.C502,false
ICU-ARCHIVE-ibm-33722_P120-1999,,Iconvex.Specs.ICUArchive.Codecs.C503,false
ICU-ARCHIVE-ibm-33722_P12A-1999,ibm-33722_P12A-1999,Iconvex.Specs.ICUArchive.Codecs.C504,false
ICU-ARCHIVE-ibm-33722_P12A_P12A-2004_U2,,Iconvex.Specs.ICUArchive.Codecs.C505,false
ICU-ARCHIVE-ibm-33722_P12A_P12A-2009_U2,,Iconvex.Specs.ICUArchive.Codecs.C506,false
ICU-ARCHIVE-ibm-367_P100-1995,ibm-367_P100-1995|ibm-367_STD,Iconvex.Specs.ICUArchive.Codecs.C507,false
ICU-ARCHIVE-ibm-37_P100-1999,ibm-37_P100-1999,Iconvex.Specs.ICUArchive.Codecs.C508,false
ICU-ARCHIVE-ibm-420_X110-1999,ibm-420_X110-1999,Iconvex.Specs.ICUArchive.Codecs.C509,false
ICU-ARCHIVE-ibm-420_X120-1999,,Iconvex.Specs.ICUArchive.Codecs.C510,false
ICU-ARCHIVE-ibm-423_P100-1995,ibm-423_P100-1995|ibm-423_STD,Iconvex.Specs.ICUArchive.Codecs.C511,false
ICU-ARCHIVE-ibm-424_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C512,false
ICU-ARCHIVE-ibm-425_P101-2000,ibm-425_P101-2000|ibm-425_STD,Iconvex.Specs.ICUArchive.Codecs.C513,false
ICU-ARCHIVE-ibm-437_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C514,false
ICU-ARCHIVE-ibm-4517_P100-2005,,Iconvex.Specs.ICUArchive.Codecs.C515,false
ICU-ARCHIVE-ibm-4899_P100-1998,,Iconvex.Specs.ICUArchive.Codecs.C516,false
ICU-ARCHIVE-ibm-4904_P101-2000,ibm-4904_P101-2000|ibm-4904_STD,Iconvex.Specs.ICUArchive.Codecs.C517,false
ICU-ARCHIVE-ibm-4909_P100-1999,,Iconvex.Specs.ICUArchive.Codecs.C518,false
ICU-ARCHIVE-ibm-4930_P100-1997,ibm-4930_P100-1997|ibm-4930_VPUA,Iconvex.Specs.ICUArchive.Codecs.C519,false
ICU-ARCHIVE-ibm-4930_P110-1999,ibm-4930_P110-1999,Iconvex.Specs.ICUArchive.Codecs.C520,false
ICU-ARCHIVE-ibm-4933_P100-1996,ibm-4933_P100-1996|ibm-4933_VPUA,Iconvex.Specs.ICUArchive.Codecs.C521,false
ICU-ARCHIVE-ibm-4933_P100-2002,ibm-4933_P100-2002,Iconvex.Specs.ICUArchive.Codecs.C522,false
ICU-ARCHIVE-ibm-4944_P101-2000,ibm-4944_P101-2000|ibm-4944_STD,Iconvex.Specs.ICUArchive.Codecs.C523,false
ICU-ARCHIVE-ibm-4945_P101-2000,ibm-4945_P101-2000|ibm-4945_STD,Iconvex.Specs.ICUArchive.Codecs.C524,false
ICU-ARCHIVE-ibm-4948_P100-1995,ibm-4948_P100-1995|ibm-4948_VSUB,Iconvex.Specs.ICUArchive.Codecs.C525,false
ICU-ARCHIVE-ibm-4951_P100-1995,ibm-4951_P100-1995|ibm-4951_VSUB,Iconvex.Specs.ICUArchive.Codecs.C526,false
ICU-ARCHIVE-ibm-4952_P100-1995,ibm-4952_P100-1995|ibm-4952_VSUB,Iconvex.Specs.ICUArchive.Codecs.C527,false
ICU-ARCHIVE-ibm-4954_P101-2000,ibm-4954_P101-2000|ibm-4954_STD,Iconvex.Specs.ICUArchive.Codecs.C528,false
ICU-ARCHIVE-ibm-4955_P101-2000,ibm-4955_P101-2000|ibm-4955_STD,Iconvex.Specs.ICUArchive.Codecs.C529,false
ICU-ARCHIVE-ibm-4956_P101-2000,ibm-4956_P101-2000|ibm-4956_STD,Iconvex.Specs.ICUArchive.Codecs.C530,false
ICU-ARCHIVE-ibm-4957_P101-2000,ibm-4957_P101-2000|ibm-4957_STD,Iconvex.Specs.ICUArchive.Codecs.C531,false
ICU-ARCHIVE-ibm-4958_P101-2000,ibm-4958_P101-2000|ibm-4958_STD,Iconvex.Specs.ICUArchive.Codecs.C532,false
ICU-ARCHIVE-ibm-4959_P101-2000,ibm-4959_P101-2000|ibm-4959_STD,Iconvex.Specs.ICUArchive.Codecs.C533,false
ICU-ARCHIVE-ibm-4960_P100-1995,ibm-4960_P100-1995|ibm-4960_VASCII_VSUB_VPUA,Iconvex.Specs.ICUArchive.Codecs.C534,false
ICU-ARCHIVE-ibm-4960_X100-1995,ibm-4960_VASCII_VSUB|ibm-4960_X100-1995,Iconvex.Specs.ICUArchive.Codecs.C535,false
ICU-ARCHIVE-ibm-4961_P101-2000,ibm-4961_P101-2000|ibm-4961_STD,Iconvex.Specs.ICUArchive.Codecs.C536,false
ICU-ARCHIVE-ibm-4962_P101-2000,ibm-4962_P101-2000|ibm-4962_STD,Iconvex.Specs.ICUArchive.Codecs.C537,false
ICU-ARCHIVE-ibm-4963_P101-2000,ibm-4963_P101-2000|ibm-4963_STD,Iconvex.Specs.ICUArchive.Codecs.C538,false
ICU-ARCHIVE-ibm-4971_P100-1999,,Iconvex.Specs.ICUArchive.Codecs.C539,false
ICU-ARCHIVE-ibm-500_P100-1999,ibm-500_P100-1999,Iconvex.Specs.ICUArchive.Codecs.C540,false
ICU-ARCHIVE-ibm-5012_P100-1999,,Iconvex.Specs.ICUArchive.Codecs.C541,false
ICU-ARCHIVE-ibm-5026_P120-1999,ibm-5026_P120-1999|ibm-5026_VPUA,Iconvex.Specs.ICUArchive.Codecs.C542,true
ICU-ARCHIVE-ibm-5026_X120-1999,ibm-5026_X120-1999,Iconvex.Specs.ICUArchive.Codecs.C543,true
ICU-ARCHIVE-ibm-5035_P120-1999,ibm-5035_P120-1999|ibm-5035_VPUA,Iconvex.Specs.ICUArchive.Codecs.C544,true
ICU-ARCHIVE-ibm-5035_P120_P12A-2005_U2,ibm-5035_P120_P12A-2005_U2,Iconvex.Specs.ICUArchive.Codecs.C545,true
ICU-ARCHIVE-ibm-5035_X120-1999,ibm-5035_X120-1999,Iconvex.Specs.ICUArchive.Codecs.C546,true
ICU-ARCHIVE-ibm-5039_P110-1996,ibm-5039_P110-1996|ibm-5039_VASCII_VSUB_VPUA,Iconvex.Specs.ICUArchive.Codecs.C547,false
ICU-ARCHIVE-ibm-5039_P11A-1998,ibm-5039_P11A-1998|ibm-5039_VSUB_VPUA,Iconvex.Specs.ICUArchive.Codecs.C548,false
ICU-ARCHIVE-ibm-5048_P100-1995,ibm-5048_P100-1995|ibm-5048_STD,Iconvex.Specs.ICUArchive.Codecs.C549,false
ICU-ARCHIVE-ibm-5049_P100-1995,ibm-5049_P100-1995|ibm-5049_STD,Iconvex.Specs.ICUArchive.Codecs.C550,false
ICU-ARCHIVE-ibm-5050_P120-1999,ibm-5050_P120-1999|ibm-5050_VASCII_VPUA,Iconvex.Specs.ICUArchive.Codecs.C551,false
ICU-ARCHIVE-ibm-5050_P12A-1999,ibm-5050_P12A-1999|ibm-5050_VPUA,Iconvex.Specs.ICUArchive.Codecs.C552,false
ICU-ARCHIVE-ibm-5067_P100-1995,ibm-5067_P100-1995|ibm-5067_VPUA,Iconvex.Specs.ICUArchive.Codecs.C553,false
ICU-ARCHIVE-ibm-5104_X110-1999,ibm-5104_STD|ibm-5104_X110-1999,Iconvex.Specs.ICUArchive.Codecs.C554,false
ICU-ARCHIVE-ibm-5123_P100-1999,,Iconvex.Specs.ICUArchive.Codecs.C555,false
ICU-ARCHIVE-ibm-5142_P100-1995,ibm-5142_P100-1995|ibm-5142_STD,Iconvex.Specs.ICUArchive.Codecs.C556,false
ICU-ARCHIVE-ibm-5210_P100-1999,ibm-5210_P100-1999|ibm-5210_VSUB,Iconvex.Specs.ICUArchive.Codecs.C557,false
ICU-ARCHIVE-ibm-5233_P100-2011,ibm-5233_P100-2011,Iconvex.Specs.ICUArchive.Codecs.C558,false
ICU-ARCHIVE-ibm-5346_P100-1998,,Iconvex.Specs.ICUArchive.Codecs.C559,false
ICU-ARCHIVE-ibm-5347_P100-1998,,Iconvex.Specs.ICUArchive.Codecs.C560,false
ICU-ARCHIVE-ibm-5348_P100-1997,,Iconvex.Specs.ICUArchive.Codecs.C561,false
ICU-ARCHIVE-ibm-5349_P100-1998,,Iconvex.Specs.ICUArchive.Codecs.C562,false
ICU-ARCHIVE-ibm-5350_P100-1998,,Iconvex.Specs.ICUArchive.Codecs.C563,false
ICU-ARCHIVE-ibm-5351_P100-1998,,Iconvex.Specs.ICUArchive.Codecs.C564,false
ICU-ARCHIVE-ibm-5352_P100-1998,,Iconvex.Specs.ICUArchive.Codecs.C565,false
ICU-ARCHIVE-ibm-5353_P100-1998,,Iconvex.Specs.ICUArchive.Codecs.C566,false
ICU-ARCHIVE-ibm-5354_P100-1998,,Iconvex.Specs.ICUArchive.Codecs.C567,false
ICU-ARCHIVE-ibm-53685_P101-2000,ibm-53685_P101-2000|ibm-53685_STD,Iconvex.Specs.ICUArchive.Codecs.C568,false
ICU-ARCHIVE-ibm-54191_P100-2006,ibm-54191_P100-2006|ibm-54191_VASCII_VSUB_VPUA,Iconvex.Specs.ICUArchive.Codecs.C569,false
ICU-ARCHIVE-ibm-5470_P100-2005,ibm-5470_P100-2005|ibm-5470_VPUA,Iconvex.Specs.ICUArchive.Codecs.C570,false
ICU-ARCHIVE-ibm-5470_P100_P100-2005_MS,ibm-5470_P100_P100-2005_MS,Iconvex.Specs.ICUArchive.Codecs.C571,false
ICU-ARCHIVE-ibm-5471_P100-2006,,Iconvex.Specs.ICUArchive.Codecs.C572,false
ICU-ARCHIVE-ibm-5471_P100-2007,ibm-5471_P100-2007,Iconvex.Specs.ICUArchive.Codecs.C573,false
ICU-ARCHIVE-ibm-5473_P100-2006,ibm-5473_P100-2006|ibm-5473_VPUA,Iconvex.Specs.ICUArchive.Codecs.C574,true
ICU-ARCHIVE-ibm-5478_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C575,false
ICU-ARCHIVE-ibm-5486_P100-1999,ibm-5486_P100-1999|ibm-5486_VPUA,Iconvex.Specs.ICUArchive.Codecs.C576,true
ICU-ARCHIVE-ibm-5487_P100-2001,ibm-5487_P100-2001|ibm-5487_VPUA,Iconvex.Specs.ICUArchive.Codecs.C577,false
ICU-ARCHIVE-ibm-5488_P100-2001,ibm-5488_P100-2001|ibm-5488_VPUA,Iconvex.Specs.ICUArchive.Codecs.C578,false
ICU-ARCHIVE-ibm-5495_P100-1999,ibm-5495_P100-1999|ibm-5495_VPUA,Iconvex.Specs.ICUArchive.Codecs.C579,true
ICU-ARCHIVE-ibm-62383_P100-2007,ibm-62383_P100-2007|ibm-62383_VASCII_VSUB_VPUA,Iconvex.Specs.ICUArchive.Codecs.C580,false
ICU-ARCHIVE-ibm-720_P100-1997,,Iconvex.Specs.ICUArchive.Codecs.C581,false
ICU-ARCHIVE-ibm-737_P100-1997,,Iconvex.Specs.ICUArchive.Codecs.C582,false
ICU-ARCHIVE-ibm-775_P100-1996,,Iconvex.Specs.ICUArchive.Codecs.C583,false
ICU-ARCHIVE-ibm-803_P100-1999,,Iconvex.Specs.ICUArchive.Codecs.C584,false
ICU-ARCHIVE-ibm-806_P100-1998,ibm-806_P100-1998|ibm-806_VSUB,Iconvex.Specs.ICUArchive.Codecs.C585,false
ICU-ARCHIVE-ibm-808_P100-1999,ibm-808_P100-1999|ibm-808_VSUB,Iconvex.Specs.ICUArchive.Codecs.C586,false
ICU-ARCHIVE-ibm-813_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C587,false
ICU-ARCHIVE-ibm-819_P100-1999,ibm-819_P100-1999|ibm-819_STD,Iconvex.Specs.ICUArchive.Codecs.C588,false
ICU-ARCHIVE-ibm-833_P100-1995,ibm-833_P100-1995|ibm-833_STD,Iconvex.Specs.ICUArchive.Codecs.C589,false
ICU-ARCHIVE-ibm-834_P100-1995,ibm-834_P100-1995|ibm-834_VPUA,Iconvex.Specs.ICUArchive.Codecs.C590,false
ICU-ARCHIVE-ibm-834_X100-1995,ibm-834_X100-1995,Iconvex.Specs.ICUArchive.Codecs.C591,false
ICU-ARCHIVE-ibm-835_P100-1995,ibm-835_P100-1995|ibm-835_VPUA,Iconvex.Specs.ICUArchive.Codecs.C592,false
ICU-ARCHIVE-ibm-835_X100-1995,ibm-835_X100-1995,Iconvex.Specs.ICUArchive.Codecs.C593,false
ICU-ARCHIVE-ibm-836_P100-1995,ibm-836_P100-1995|ibm-836_STD,Iconvex.Specs.ICUArchive.Codecs.C594,false
ICU-ARCHIVE-ibm-837_P100-1995,ibm-837_P100-1995|ibm-837_VPUA,Iconvex.Specs.ICUArchive.Codecs.C595,false
ICU-ARCHIVE-ibm-837_P100-2011,ibm-837_P100-2011,Iconvex.Specs.ICUArchive.Codecs.C596,false
ICU-ARCHIVE-ibm-837_X100-1995,ibm-837_X100-1995,Iconvex.Specs.ICUArchive.Codecs.C597,false
ICU-ARCHIVE-ibm-838_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C598,false
ICU-ARCHIVE-ibm-8482_P100-1999,,Iconvex.Specs.ICUArchive.Codecs.C599,false
ICU-ARCHIVE-ibm-848_P100-1999,ibm-848_P100-1999|ibm-848_VSUB,Iconvex.Specs.ICUArchive.Codecs.C600,false
ICU-ARCHIVE-ibm-849_P100-1999,ibm-849_P100-1999|ibm-849_VSUB,Iconvex.Specs.ICUArchive.Codecs.C601,false
ICU-ARCHIVE-ibm-850_P100-1999,ibm-850_P100-1999,Iconvex.Specs.ICUArchive.Codecs.C602,false
ICU-ARCHIVE-ibm-851_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C603,false
ICU-ARCHIVE-ibm-852_P100-1999,ibm-852_P100-1999,Iconvex.Specs.ICUArchive.Codecs.C604,false
ICU-ARCHIVE-ibm-855_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C605,false
ICU-ARCHIVE-ibm-856_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C606,false
ICU-ARCHIVE-ibm-857_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C607,false
ICU-ARCHIVE-ibm-858_P100-1997,,Iconvex.Specs.ICUArchive.Codecs.C608,false
ICU-ARCHIVE-ibm-859_P100-1999,ibm-859_P100-1999|ibm-859_VSUB,Iconvex.Specs.ICUArchive.Codecs.C609,false
ICU-ARCHIVE-ibm-860_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C610,false
ICU-ARCHIVE-ibm-8612_P100-1995,ibm-8612_P100-1995|ibm-8612_VPUA,Iconvex.Specs.ICUArchive.Codecs.C611,false
ICU-ARCHIVE-ibm-8612_X110-1995,ibm-8612_STD|ibm-8612_X110-1995,Iconvex.Specs.ICUArchive.Codecs.C612,false
ICU-ARCHIVE-ibm-861_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C613,false
ICU-ARCHIVE-ibm-862_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C614,false
ICU-ARCHIVE-ibm-863_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C615,false
ICU-ARCHIVE-ibm-864_X110-1999,,Iconvex.Specs.ICUArchive.Codecs.C616,false
ICU-ARCHIVE-ibm-864_X120-2012,ibm-864_X120-2012,Iconvex.Specs.ICUArchive.Codecs.C617,false
ICU-ARCHIVE-ibm-865_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C618,false
ICU-ARCHIVE-ibm-866_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C619,false
ICU-ARCHIVE-ibm-867_P100-1998,,Iconvex.Specs.ICUArchive.Codecs.C620,false
ICU-ARCHIVE-ibm-868_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C621,false
ICU-ARCHIVE-ibm-868_X100-1995,ibm-868_VSUB|ibm-868_X100-1995,Iconvex.Specs.ICUArchive.Codecs.C622,false
ICU-ARCHIVE-ibm-869_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C623,false
ICU-ARCHIVE-ibm-870_P100-1999,ibm-870_P100-1999,Iconvex.Specs.ICUArchive.Codecs.C624,false
ICU-ARCHIVE-ibm-871_P100-1999,ibm-871_P100-1999,Iconvex.Specs.ICUArchive.Codecs.C625,false
ICU-ARCHIVE-ibm-872_P100-1999,ibm-872_P100-1999|ibm-872_VSUB,Iconvex.Specs.ICUArchive.Codecs.C626,false
