canonical,aliases,module,stateful
ICU-ARCHIVE-ibm-874_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C627,false
ICU-ARCHIVE-ibm-875_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C628,false
ICU-ARCHIVE-ibm-878_P100-1996,,Iconvex.Specs.ICUArchive.Codecs.C629,false
ICU-ARCHIVE-ibm-880_P100-1995,ibm-880_P100-1995|ibm-880_STD,Iconvex.Specs.ICUArchive.Codecs.C630,false
ICU-ARCHIVE-ibm-891_P100-1995,ibm-891_P100-1995|ibm-891_VASCII_VSUB,Iconvex.Specs.ICUArchive.Codecs.C631,false
ICU-ARCHIVE-ibm-895_P100-1995,ibm-895_P100-1995|ibm-895_VASCII,Iconvex.Specs.ICUArchive.Codecs.C632,false
ICU-ARCHIVE-ibm-896_P100-1995,ibm-896_P100-1995|ibm-896_VASCII,Iconvex.Specs.ICUArchive.Codecs.C633,false
ICU-ARCHIVE-ibm-897_P100-1995,ibm-897_P100-1995|ibm-897_VASCII_VSUB,Iconvex.Specs.ICUArchive.Codecs.C634,false
ICU-ARCHIVE-ibm-9005_X100-2005,ibm-9005_X100-2005,Iconvex.Specs.ICUArchive.Codecs.C635,false
ICU-ARCHIVE-ibm-9005_X110-2007,,Iconvex.Specs.ICUArchive.Codecs.C636,false
ICU-ARCHIVE-ibm-901_P100-1999,,Iconvex.Specs.ICUArchive.Codecs.C637,false
ICU-ARCHIVE-ibm-9027_P100-1999,ibm-9027_P100-1999|ibm-9027_VPUA,Iconvex.Specs.ICUArchive.Codecs.C638,false
ICU-ARCHIVE-ibm-9027_X100-1999,ibm-9027_X100-1999,Iconvex.Specs.ICUArchive.Codecs.C639,false
ICU-ARCHIVE-ibm-902_P100-1999,,Iconvex.Specs.ICUArchive.Codecs.C640,false
ICU-ARCHIVE-ibm-9030_P100-1995,ibm-9030_P100-1995|ibm-9030_STD,Iconvex.Specs.ICUArchive.Codecs.C641,false
ICU-ARCHIVE-ibm-903_P100-1995,ibm-903_P100-1995|ibm-903_VASCII_VSUB,Iconvex.Specs.ICUArchive.Codecs.C642,false
ICU-ARCHIVE-ibm-9042_P101-2000,ibm-9042_P101-2000|ibm-9042_STD,Iconvex.Specs.ICUArchive.Codecs.C643,false
ICU-ARCHIVE-ibm-9044_P100-1999,ibm-9044_P100-1999|ibm-9044_VSUB,Iconvex.Specs.ICUArchive.Codecs.C644,false
ICU-ARCHIVE-ibm-9048_P100-1998,ibm-9048_P100-1998|ibm-9048_VSUB,Iconvex.Specs.ICUArchive.Codecs.C645,false
ICU-ARCHIVE-ibm-9049_P100-1999,ibm-9049_P100-1999|ibm-9049_VSUB,Iconvex.Specs.ICUArchive.Codecs.C646,false
ICU-ARCHIVE-ibm-904_P100-1995,ibm-904_P100-1995|ibm-904_VSUB,Iconvex.Specs.ICUArchive.Codecs.C647,false
ICU-ARCHIVE-ibm-9056_P100-1995,ibm-9056_P100-1995|ibm-9056_VSUB,Iconvex.Specs.ICUArchive.Codecs.C648,false
ICU-ARCHIVE-ibm-905_P100-1995,ibm-905_P100-1995|ibm-905_STD,Iconvex.Specs.ICUArchive.Codecs.C649,false
ICU-ARCHIVE-ibm-9061_P100-1999,ibm-9061_P100-1999|ibm-9061_VSUB,Iconvex.Specs.ICUArchive.Codecs.C650,false
ICU-ARCHIVE-ibm-9064_P101-2000,ibm-9064_P101-2000|ibm-9064_STD,Iconvex.Specs.ICUArchive.Codecs.C651,false
ICU-ARCHIVE-ibm-9066_P100-1995,ibm-9066_P100-1995|ibm-9066_VSUB,Iconvex.Specs.ICUArchive.Codecs.C652,false
ICU-ARCHIVE-ibm-9067_X100-2005,,Iconvex.Specs.ICUArchive.Codecs.C653,false
ICU-ARCHIVE-ibm-912_P100-1999,ibm-912_P100-1999,Iconvex.Specs.ICUArchive.Codecs.C654,false
ICU-ARCHIVE-ibm-913_P100-2000,,Iconvex.Specs.ICUArchive.Codecs.C655,false
ICU-ARCHIVE-ibm-9145_P110-1997,ibm-9145_P110-1997|ibm-9145_VPUA,Iconvex.Specs.ICUArchive.Codecs.C656,false
ICU-ARCHIVE-ibm-9145_X110-1997,ibm-9145_X110-1997,Iconvex.Specs.ICUArchive.Codecs.C657,false
ICU-ARCHIVE-ibm-914_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C658,false
ICU-ARCHIVE-ibm-915_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C659,false
ICU-ARCHIVE-ibm-916_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C660,false
ICU-ARCHIVE-ibm-918_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C661,false
ICU-ARCHIVE-ibm-918_X100-1995,ibm-918_STD|ibm-918_X100-1995,Iconvex.Specs.ICUArchive.Codecs.C662,false
ICU-ARCHIVE-ibm-920_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C663,false
ICU-ARCHIVE-ibm-921_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C664,false
ICU-ARCHIVE-ibm-922_P100-1999,,Iconvex.Specs.ICUArchive.Codecs.C665,false
ICU-ARCHIVE-ibm-9238_X110-1999,ibm-9238_STD|ibm-9238_X110-1999,Iconvex.Specs.ICUArchive.Codecs.C666,false
ICU-ARCHIVE-ibm-923_P100-1998,,Iconvex.Specs.ICUArchive.Codecs.C667,false
ICU-ARCHIVE-ibm-924_P100-1998,ibm-924_P100-1998|ibm-924_STD,Iconvex.Specs.ICUArchive.Codecs.C668,false
ICU-ARCHIVE-ibm-926_P100-2000,ibm-926_P100-2000|ibm-926_VPUA,Iconvex.Specs.ICUArchive.Codecs.C669,false
ICU-ARCHIVE-ibm-927_P100-1995,ibm-927_P100-1995|ibm-927_VPUA,Iconvex.Specs.ICUArchive.Codecs.C670,false
ICU-ARCHIVE-ibm-927_X100-1995,ibm-927_X100-1995,Iconvex.Specs.ICUArchive.Codecs.C671,false
ICU-ARCHIVE-ibm-928_P100-1995,ibm-928_P100-1995|ibm-928_VPUA,Iconvex.Specs.ICUArchive.Codecs.C672,false
ICU-ARCHIVE-ibm-9306_P101-2000,ibm-9306_P101-2000|ibm-9306_VASCII,Iconvex.Specs.ICUArchive.Codecs.C673,false
ICU-ARCHIVE-ibm-930_P120-1999,,Iconvex.Specs.ICUArchive.Codecs.C674,true
ICU-ARCHIVE-ibm-930_P120_P12A-2006_U2,ibm-930_P120_P12A-2006_U2,Iconvex.Specs.ICUArchive.Codecs.C675,true
ICU-ARCHIVE-ibm-930_X120-1999,ibm-930_X120-1999,Iconvex.Specs.ICUArchive.Codecs.C676,true
ICU-ARCHIVE-ibm-931_P120-1999,CP50931|ibm-931_P120-1999|ibm-931_VPUA|windows-50931,Iconvex.Specs.ICUArchive.Codecs.C677,true
ICU-ARCHIVE-ibm-931_X120-1999,ibm-931_X120-1999,Iconvex.Specs.ICUArchive.Codecs.C678,true
ICU-ARCHIVE-ibm-932_P120-1999,ibm-932_P120-1999|ibm-932_VASCII_VSUB_VPUA,Iconvex.Specs.ICUArchive.Codecs.C679,false
ICU-ARCHIVE-ibm-932_P12A-1999,ibm-932_P12A-1999,Iconvex.Specs.ICUArchive.Codecs.C680,false
ICU-ARCHIVE-ibm-932_P12A_P12A-2000_U2,ibm-932_P12A_P12A-2000_U2,Iconvex.Specs.ICUArchive.Codecs.C681,false
ICU-ARCHIVE-ibm-933_P110-1999,ibm-933_P110-1999,Iconvex.Specs.ICUArchive.Codecs.C682,true
ICU-ARCHIVE-ibm-933_X110-1999,ibm-933_X110-1999,Iconvex.Specs.ICUArchive.Codecs.C683,true
ICU-ARCHIVE-ibm-935_P110-1999,,Iconvex.Specs.ICUArchive.Codecs.C684,true
ICU-ARCHIVE-ibm-935_X110-1999,ibm-935_X110-1999,Iconvex.Specs.ICUArchive.Codecs.C685,true
ICU-ARCHIVE-ibm-937_P110-1999,,Iconvex.Specs.ICUArchive.Codecs.C686,true
ICU-ARCHIVE-ibm-937_X110-1999,ibm-937_X110-1999,Iconvex.Specs.ICUArchive.Codecs.C687,true
ICU-ARCHIVE-ibm-939_P120-1999,,Iconvex.Specs.ICUArchive.Codecs.C688,true
ICU-ARCHIVE-ibm-939_P120_P12A-2005_U2,ibm-939_P120_P12A-2005_U2,Iconvex.Specs.ICUArchive.Codecs.C689,true
ICU-ARCHIVE-ibm-939_X120-1999,ibm-939_X120-1999,Iconvex.Specs.ICUArchive.Codecs.C690,true
ICU-ARCHIVE-ibm-941_P120-1996,ibm-941_P120-1996|ibm-941_VPUA,Iconvex.Specs.ICUArchive.Codecs.C691,false
ICU-ARCHIVE-ibm-941_P12A-1996,ibm-941_P12A-1996,Iconvex.Specs.ICUArchive.Codecs.C692,false
ICU-ARCHIVE-ibm-941_P130-2001,ibm-941_P130-2001,Iconvex.Specs.ICUArchive.Codecs.C693,false
ICU-ARCHIVE-ibm-941_P13A-2001,ibm-941_P13A-2001,Iconvex.Specs.ICUArchive.Codecs.C694,false
ICU-ARCHIVE-ibm-941_X110-1996,ibm-941_X110-1996,Iconvex.Specs.ICUArchive.Codecs.C695,false
ICU-ARCHIVE-ibm-941_X11A-1996,ibm-941_X11A-1996,Iconvex.Specs.ICUArchive.Codecs.C696,false
ICU-ARCHIVE-ibm-942_P120-1999,ibm-942_P120-1999|ibm-942_VASCII_VSUB_VPUA,Iconvex.Specs.ICUArchive.Codecs.C697,false
ICU-ARCHIVE-ibm-942_P12A-1999,,Iconvex.Specs.ICUArchive.Codecs.C698,false
ICU-ARCHIVE-ibm-942_P12A_P12A-2000_U2,ibm-942_P12A_P12A-2000_U2,Iconvex.Specs.ICUArchive.Codecs.C699,false
ICU-ARCHIVE-ibm-943_P130-1999,,Iconvex.Specs.ICUArchive.Codecs.C700,false
ICU-ARCHIVE-ibm-943_P14A-1999,ibm-943_P14A-1999,Iconvex.Specs.ICUArchive.Codecs.C701,false
ICU-ARCHIVE-ibm-943_P15A-2003,,Iconvex.Specs.ICUArchive.Codecs.C702,false
ICU-ARCHIVE-ibm-9444_P100-2001,ibm-9444_P100-2001|ibm-9444_STD,Iconvex.Specs.ICUArchive.Codecs.C703,false
ICU-ARCHIVE-ibm-9444_P100-2005,ibm-9444_P100-2005,Iconvex.Specs.ICUArchive.Codecs.C704,false
ICU-ARCHIVE-ibm-9444_P100_P100-2005_MS,ibm-9444_P100_P100-2005_MS,Iconvex.Specs.ICUArchive.Codecs.C705,false
ICU-ARCHIVE-ibm-9447_P100-2002,,Iconvex.Specs.ICUArchive.Codecs.C706,false
ICU-ARCHIVE-ibm-9448_X100-2005,,Iconvex.Specs.ICUArchive.Codecs.C707,false
ICU-ARCHIVE-ibm-9449_P100-2002,,Iconvex.Specs.ICUArchive.Codecs.C708,false
ICU-ARCHIVE-ibm-944_P100-1995,ibm-944_P100-1995|ibm-944_VASCII_VSUB_VPUA,Iconvex.Specs.ICUArchive.Codecs.C709,false
ICU-ARCHIVE-ibm-944_X100-1995,ibm-944_X100-1995,Iconvex.Specs.ICUArchive.Codecs.C710,false
ICU-ARCHIVE-ibm-946_P100-1995,ibm-946_P100-1995|ibm-946_VASCII_VSUB_VPUA,Iconvex.Specs.ICUArchive.Codecs.C711,false
ICU-ARCHIVE-ibm-947_P100-1995,ibm-947_P100-1995|ibm-947_VPUA,Iconvex.Specs.ICUArchive.Codecs.C712,false
ICU-ARCHIVE-ibm-947_X100-1995,ibm-947_X100-1995,Iconvex.Specs.ICUArchive.Codecs.C713,false
ICU-ARCHIVE-ibm-948_P110-1999,ibm-948_P110-1999|ibm-948_VSUB_VPUA,Iconvex.Specs.ICUArchive.Codecs.C714,false
ICU-ARCHIVE-ibm-948_X110-1999,ibm-948_X110-1999,Iconvex.Specs.ICUArchive.Codecs.C715,false
ICU-ARCHIVE-ibm-949_P110-1999,,Iconvex.Specs.ICUArchive.Codecs.C716,false
ICU-ARCHIVE-ibm-949_P11A-1999,,Iconvex.Specs.ICUArchive.Codecs.C717,false
ICU-ARCHIVE-ibm-949_X110-1999,ibm-949_X110-1999,Iconvex.Specs.ICUArchive.Codecs.C718,false
ICU-ARCHIVE-ibm-950_P110-1999,,Iconvex.Specs.ICUArchive.Codecs.C719,false
ICU-ARCHIVE-ibm-950_X110-1999,ibm-950_X110-1999,Iconvex.Specs.ICUArchive.Codecs.C720,false
ICU-ARCHIVE-ibm-951_P100-1995,ibm-951_P100-1995|ibm-951_VPUA,Iconvex.Specs.ICUArchive.Codecs.C721,false
ICU-ARCHIVE-ibm-951_X100-1995,ibm-951_X100-1995,Iconvex.Specs.ICUArchive.Codecs.C722,false
ICU-ARCHIVE-ibm-952_P110-1997,ibm-952_P110-1997|ibm-952_VPUA,Iconvex.Specs.ICUArchive.Codecs.C723,false
ICU-ARCHIVE-ibm-953_P100-2000,ibm-953_P100-2000|ibm-953_VPUA,Iconvex.Specs.ICUArchive.Codecs.C724,false
ICU-ARCHIVE-ibm-954_P101-2007,,Iconvex.Specs.ICUArchive.Codecs.C725,false
ICU-ARCHIVE-ibm-955_P110-1997,ibm-955_P110-1997|ibm-955_STD,Iconvex.Specs.ICUArchive.Codecs.C726,false
ICU-ARCHIVE-ibm-9577_P100-2001,ibm-9577_P100-2001|ibm-9577_VPUA,Iconvex.Specs.ICUArchive.Codecs.C727,false
ICU-ARCHIVE-ibm-9580_P110-1999,ibm-9580_P110-1999|ibm-9580_VPUA,Iconvex.Specs.ICUArchive.Codecs.C728,true
ICU-ARCHIVE-ibm-960_P100-2000,ibm-960_P100-2000|ibm-960_STD,Iconvex.Specs.ICUArchive.Codecs.C729,false
ICU-ARCHIVE-ibm-963_P100-1995,ibm-963_P100-1995|ibm-963_STD,Iconvex.Specs.ICUArchive.Codecs.C730,false
ICU-ARCHIVE-ibm-964_P110-1999,,Iconvex.Specs.ICUArchive.Codecs.C731,false
ICU-ARCHIVE-ibm-964_X110-1999,ibm-964_X110-1999,Iconvex.Specs.ICUArchive.Codecs.C732,false
ICU-ARCHIVE-ibm-970_P110-1999,ibm-970_P110-1999,Iconvex.Specs.ICUArchive.Codecs.C733,false
ICU-ARCHIVE-ibm-970_P110_P110-2006_U2,,Iconvex.Specs.ICUArchive.Codecs.C734,false
ICU-ARCHIVE-ibm-971_P100-1995,,Iconvex.Specs.ICUArchive.Codecs.C735,false
ICU-ARCHIVE-iso-8859_1-1998,iso-8859_1-1998,Iconvex.Specs.ICUArchive.Codecs.C736,false
ICU-ARCHIVE-iso-8859_10-1998,,Iconvex.Specs.ICUArchive.Codecs.C737,false
ICU-ARCHIVE-iso-8859_11-2001,,Iconvex.Specs.ICUArchive.Codecs.C738,false
ICU-ARCHIVE-iso-8859_13-1998,iso-8859_13-1998,Iconvex.Specs.ICUArchive.Codecs.C739,false
ICU-ARCHIVE-iso-8859_14-1998,,Iconvex.Specs.ICUArchive.Codecs.C740,false
ICU-ARCHIVE-iso-8859_15-1999,iso-8859_15-1999,Iconvex.Specs.ICUArchive.Codecs.C741,false
ICU-ARCHIVE-iso-8859_16-2001,iso-8859_16-2001,Iconvex.Specs.ICUArchive.Codecs.C742,false
ICU-ARCHIVE-iso-8859_2-1999,iso-8859_2-1999,Iconvex.Specs.ICUArchive.Codecs.C743,false
ICU-ARCHIVE-iso-8859_3-1999,iso-8859_3-1999,Iconvex.Specs.ICUArchive.Codecs.C744,false
ICU-ARCHIVE-iso-8859_4-1998,iso-8859_4-1998,Iconvex.Specs.ICUArchive.Codecs.C745,false
ICU-ARCHIVE-iso-8859_5-1999,iso-8859_5-1999,Iconvex.Specs.ICUArchive.Codecs.C746,false
ICU-ARCHIVE-iso-8859_6-1999,iso-8859_6-1999,Iconvex.Specs.ICUArchive.Codecs.C747,false
ICU-ARCHIVE-iso-8859_7-1987,iso-8859_7-1987,Iconvex.Specs.ICUArchive.Codecs.C748,false
ICU-ARCHIVE-iso-8859_7-2003,iso-8859_7-2003,Iconvex.Specs.ICUArchive.Codecs.C749,false
ICU-ARCHIVE-iso-8859_8-1999,iso-8859_8-1999,Iconvex.Specs.ICUArchive.Codecs.C750,false
ICU-ARCHIVE-iso-8859_9-1999,iso-8859_9-1999,Iconvex.Specs.ICUArchive.Codecs.C751,false
ICU-ARCHIVE-java-ASCII-1.3_P,java-ASCII-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C752,false
ICU-ARCHIVE-java-Big5-1.3_P,java-Big5-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C753,false
ICU-ARCHIVE-java-Cp037-1.3_P,java-Cp037-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C754,false
ICU-ARCHIVE-java-Cp1006-1.3_P,java-Cp1006-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C755,false
ICU-ARCHIVE-java-Cp1025-1.3_P,java-Cp1025-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C756,false
ICU-ARCHIVE-java-Cp1026-1.3_P,java-Cp1026-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C757,false
ICU-ARCHIVE-java-Cp1097-1.3_P,java-Cp1097-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C758,false
ICU-ARCHIVE-java-Cp1098-1.3_P,java-Cp1098-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C759,false
ICU-ARCHIVE-java-Cp1112-1.3_P,java-Cp1112-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C760,false
ICU-ARCHIVE-java-Cp1122-1.3_P,java-Cp1122-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C761,false
ICU-ARCHIVE-java-Cp1123-1.3_P,java-Cp1123-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C762,false
ICU-ARCHIVE-java-Cp1124-1.3_P,java-Cp1124-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C763,false
ICU-ARCHIVE-java-Cp1250-1.3_P,java-Cp1250-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C764,false
ICU-ARCHIVE-java-Cp1251-1.3_P,java-Cp1251-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C765,false
ICU-ARCHIVE-java-Cp1252-1.3_P,java-Cp1252-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C766,false
ICU-ARCHIVE-java-Cp1253-1.3_P,java-Cp1253-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C767,false
ICU-ARCHIVE-java-Cp1254-1.3_P,java-Cp1254-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C768,false
ICU-ARCHIVE-java-Cp1255-1.3_P,java-Cp1255-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C769,false
ICU-ARCHIVE-java-Cp1256-1.3_P,java-Cp1256-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C770,false
ICU-ARCHIVE-java-Cp1257-1.3_P,java-Cp1257-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C771,false
ICU-ARCHIVE-java-Cp1258-1.3_P,java-Cp1258-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C772,false
ICU-ARCHIVE-java-Cp1381-1.3_P,java-Cp1381-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C773,false
ICU-ARCHIVE-java-Cp1383-1.3_P,java-Cp1383-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C774,false
ICU-ARCHIVE-java-Cp1390A-1.6_P,java-Cp1390A-1.6_P,Iconvex.Specs.ICUArchive.Codecs.C775,true
ICU-ARCHIVE-java-Cp1399A-1.6_P,java-Cp1399A-1.6_P,Iconvex.Specs.ICUArchive.Codecs.C776,true
ICU-ARCHIVE-java-Cp273-1.3_P,java-Cp273-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C777,false
ICU-ARCHIVE-java-Cp277-1.3_P,java-Cp277-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C778,false
ICU-ARCHIVE-java-Cp278-1.3_P,java-Cp278-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C779,false
ICU-ARCHIVE-java-Cp280-1.3_P,java-Cp280-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C780,false
ICU-ARCHIVE-java-Cp284-1.3_P,java-Cp284-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C781,false
ICU-ARCHIVE-java-Cp285-1.3_P,java-Cp285-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C782,false
ICU-ARCHIVE-java-Cp297-1.3_P,java-Cp297-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C783,false
ICU-ARCHIVE-java-Cp33722-1.3_P,java-Cp33722-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C784,false
ICU-ARCHIVE-java-Cp420-1.3_P,java-Cp420-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C785,false
ICU-ARCHIVE-java-Cp420s-1.6_P,java-Cp420s-1.6_P,Iconvex.Specs.ICUArchive.Codecs.C786,false
ICU-ARCHIVE-java-Cp424-1.3_P,java-Cp424-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C787,false
ICU-ARCHIVE-java-Cp437-1.3_P,java-Cp437-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C788,false
ICU-ARCHIVE-java-Cp500-1.3_P,java-Cp500-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C789,false
ICU-ARCHIVE-java-Cp737-1.3_P,java-Cp737-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C790,false
ICU-ARCHIVE-java-Cp775-1.3_P,java-Cp775-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C791,false
ICU-ARCHIVE-java-Cp838-1.3_P,java-Cp838-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C792,false
ICU-ARCHIVE-java-Cp850-1.3_P,java-Cp850-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C793,false
ICU-ARCHIVE-java-Cp852-1.3_P,java-Cp852-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C794,false
ICU-ARCHIVE-java-Cp855-1.3_P,java-Cp855-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C795,false
ICU-ARCHIVE-java-Cp856-1.3_P,java-Cp856-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C796,false
ICU-ARCHIVE-java-Cp857-1.3_P,java-Cp857-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C797,false
ICU-ARCHIVE-java-Cp860-1.3_P,java-Cp860-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C798,false
ICU-ARCHIVE-java-Cp861-1.3_P,java-Cp861-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C799,false
ICU-ARCHIVE-java-Cp862-1.3_P,java-Cp862-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C800,false
ICU-ARCHIVE-java-Cp863-1.3_P,java-Cp863-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C801,false
ICU-ARCHIVE-java-Cp864-1.3_P,java-Cp864-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C802,false
ICU-ARCHIVE-java-Cp865-1.3_P,java-Cp865-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C803,false
ICU-ARCHIVE-java-Cp866-1.3_P,java-Cp866-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C804,false
ICU-ARCHIVE-java-Cp868-1.3_P,java-Cp868-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C805,false
ICU-ARCHIVE-java-Cp869-1.3_P,java-Cp869-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C806,false
ICU-ARCHIVE-java-Cp870-1.3_P,java-Cp870-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C807,false
ICU-ARCHIVE-java-Cp871-1.3_P,java-Cp871-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C808,false
ICU-ARCHIVE-java-Cp874-1.3_P,java-Cp874-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C809,false
ICU-ARCHIVE-java-Cp875-1.3_P,java-Cp875-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C810,false
ICU-ARCHIVE-java-Cp918-1.3_P,java-Cp918-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C811,false
ICU-ARCHIVE-java-Cp921-1.3_P,java-Cp921-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C812,false
ICU-ARCHIVE-java-Cp922-1.3_P,java-Cp922-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C813,false
ICU-ARCHIVE-java-Cp930-1.3_P,java-Cp930-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C814,true
ICU-ARCHIVE-java-Cp933-1.3_P,java-Cp933-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C815,true
ICU-ARCHIVE-java-Cp935-1.3_P,java-Cp935-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C816,true
ICU-ARCHIVE-java-Cp937-1.3_P,java-Cp937-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C817,true
ICU-ARCHIVE-java-Cp939-1.3_P,java-Cp939-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C818,true
ICU-ARCHIVE-java-Cp942-1.3_P,java-Cp942-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C819,false
ICU-ARCHIVE-java-Cp942C-1.3_P,java-Cp942C-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C820,false
ICU-ARCHIVE-java-Cp943-1.2.2,java-Cp943-1.2.2,Iconvex.Specs.ICUArchive.Codecs.C821,false
ICU-ARCHIVE-java-Cp943C-1.3_P,java-Cp943C-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C822,false
ICU-ARCHIVE-java-Cp948-1.3_P,java-Cp948-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C823,false
ICU-ARCHIVE-java-Cp949-1.3_P,java-Cp949-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C824,false
ICU-ARCHIVE-java-Cp949C-1.3_P,java-Cp949C-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C825,false
ICU-ARCHIVE-java-Cp950-1.3_P,java-Cp950-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C826,false
ICU-ARCHIVE-java-Cp964-1.3_P,java-Cp964-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C827,false
ICU-ARCHIVE-java-Cp970-1.3_P,java-Cp970-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C828,false
ICU-ARCHIVE-java-EUC_CN-1.3_P,java-EUC_CN-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C829,false
ICU-ARCHIVE-java-EUC_JP-1.3_P,java-EUC_JP-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C830,false
ICU-ARCHIVE-java-EUC_KR-1.3_P,java-EUC_KR-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C831,false
ICU-ARCHIVE-java-EUC_TW-1.3_P,java-EUC_TW-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C832,false
ICU-ARCHIVE-java-ISO2022JP-1.3_P,java-ISO2022JP-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C833,false
ICU-ARCHIVE-java-ISO2022KR-1.3_P,java-ISO2022KR-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C834,true
ICU-ARCHIVE-java-ISO8859_1-1.3_P,java-ISO8859_1-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C835,false
ICU-ARCHIVE-java-ISO8859_13-1.3_P,java-ISO8859_13-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C836,false
ICU-ARCHIVE-java-ISO8859_2-1.3_P,java-ISO8859_2-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C837,false
ICU-ARCHIVE-java-ISO8859_3-1.3_P,java-ISO8859_3-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C838,false
ICU-ARCHIVE-java-ISO8859_4-1.3_P,java-ISO8859_4-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C839,false
